id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
10764,38,4,1,5,1,2,1,1,5,1,750,0.0,955,0,0,1.1,97.75,-36.76,5.06,5367.49,1.0
10765,54,9,2,6,0,1,2,1,5,1,295,0.0,987,0,0,1.1,92.58,-37.12,4.74,5429.78,0.0
10766,43,1,2,1,0,1,1,1,5,3,96,3.0,952,0,0,1.1,92.96,-37.92,4.72,4983.35,0.0
10767,48,1,1,3,1,2,1,0,4,1,86,0.0,1015,1,1,-1.8,94.47,-48.23,1.44,5083.8,0.0
10768,37,1,2,4,1,1,1,1,6,1,2629,3.0,465,0,1,1.4,89.79,-33.86,4.76,4958.06,0.0
10769,53,7,1,1,0,2,1,0,5,0,490,1.0,1007,0,0,-1.8,93.17,-44.81,1.24,5002.21,0.0
10770,39,7,1,4,0,1,2,1,7,3,4456,1.0,118,6,2,1.4,91.89,-40.01,2.87,5164.55,0.0
10771,38,0,2,4,1,2,1,0,5,4,1278,0.0,1013,0,0,-1.8,91.68,-46.7,1.34,5185.78,0.0
10772,33,1,2,1,0,2,2,1,5,2,2899,2.0,875,5,1,1.1,90.58,-46.64,2.88,5122.04,0.0
10773,32,7,1,2,0,2,1,1,5,2,1275,0.0,940,5,0,1.1,91.65,-42.8,4.54,5009.63,0.0
10774,54,4,2,3,1,2,1,1,6,1,957,3.0,990,0,0,1.4,90.59,-41.96,4.97,5348.34,1.0
10775,23,0,1,5,1,2,1,1,4,3,102,1.0,977,0,0,-1.8,88.79,-45.45,1.35,5139.89,0.0
10776,62,0,1,5,1,2,2,0,5,3,1283,1.0,533,5,1,-1.8,98.12,-37.0,1.03,4925.34,0.0
10777,29,7,1,4,1,2,2,0,5,0,94,2.0,998,1,1,-1.8,95.4,-44.76,1.28,5139.89,0.0
10778,38,2,1,5,1,1,1,1,5,4,130,2.0,973,0,0,1.1,98.31,-36.87,4.98,5045.65,0.0
10779,48,2,2,2,1,1,1,0,5,2,1337,2.0,1031,0,0,-1.8,92.52,-48.04,1.28,4997.11,0.0
10780,25,4,1,5,1,2,1,1,5,2,126,3.0,985,0,0,1.1,93.71,-36.43,4.96,5092.37,0.0
10781,40,1,2,1,1,1,1,0,5,0,162,1.0,969,0,0,-1.8,90.94,-46.01,1.36,4986.91,0.0
10782,43,2,2,1,1,2,1,0,5,1,3836,2.0,373,1,0,-1.8,92.88,-32.55,1.05,4926.55,1.0
10783,53,1,2,2,0,2,1,1,5,2,3421,1.0,840,5,2,1.1,94.61,-28.71,4.53,5292.85,0.0
10784,62,5,2,6,1,1,1,0,8,2,115,0.0,959,0,0,1.4,95.49,-37.25,4.9,5228.1,0.0
10785,41,0,2,4,1,2,1,1,5,3,304,6.0,1018,0,0,1.1,94.93,-37.81,4.75,4998.93,0.0
10786,30,9,2,4,1,1,1,0,7,0,378,1.0,951,0,0,1.4,93.16,-43.51,4.76,4992.83,0.0
10787,28,8,2,5,0,2,1,1,4,4,98,0.0,989,0,0,-1.8,95.96,-47.75,1.44,4849.24,0.0
10788,31,4,2,4,1,2,1,1,5,0,134,1.0,978,0,0,1.1,92.49,-37.56,5.02,5019.69,0.0
10789,34,9,1,6,1,2,2,0,7,3,733,3.0,330,0,2,1.4,96.03,-46.5,1.41,5078.73,0.0
10790,51,0,2,4,1,2,1,0,11,4,9,4.0,1043,0,0,-0.1,90.12,-41.32,3.99,4987.96,0.0
10791,51,1,3,3,1,1,1,1,7,2,3663,3.0,50,3,0,1.4,99.06,-38.1,1.04,5179.29,0.0
10792,41,0,1,5,1,1,1,0,4,0,119,1.0,1016,0,0,-1.8,89.81,-47.1,1.39,4997.11,0.0
10793,37,9,2,3,1,2,2,1,6,2,671,1.0,987,0,0,1.4,97.96,-42.0,5.07,5369.25,0.0
10794,36,0,2,4,1,0,0,0,11,3,313,1.0,964,0,0,-0.1,90.31,-41.7,4.02,5206.19,0.0
10795,77,5,2,6,1,1,1,0,4,3,121,1.0,388,1,2,-1.8,99.12,-44.44,4.92,5210.4,0.0
10796,74,10,2,5,1,2,1,0,7,0,3640,23.0,1009,1,1,1.4,89.78,-40.24,3.75,4754.85,0.0
10797,44,4,2,5,0,2,1,0,8,3,108,5.0,1013,0,0,1.4,90.36,-36.53,4.93,4966.69,0.0
10798,34,7,1,3,1,2,1,1,5,4,329,2.0,1041,0,0,1.1,92.49,-35.85,4.86,5185.8,0.0
10799,43,9,2,6,1,2,1,0,5,0,616,1.0,958,1,1,-1.8,97.07,-44.58,1.27,5292.86,1.0
10800,34,9,2,0,1,2,1,1,5,1,500,3.0,969,4,1,-1.8,89.09,-32.79,5.15,5208.43,0.0
10801,39,0,1,5,1,2,1,0,3,0,4955,2.0,666,4,0,-1.8,94.38,-37.3,1.38,5107.52,1.0
10802,48,6,2,5,1,1,2,0,7,0,79,3.0,968,0,0,1.4,93.82,-41.33,4.94,5327.43,0.0
10803,30,1,2,3,1,2,2,1,5,4,112,1.0,1018,0,0,1.1,89.95,-38.22,4.62,5227.33,0.0
10804,43,7,3,6,1,1,1,0,5,0,2091,5.0,87,4,1,-1.8,92.58,-48.88,2.85,4908.28,0.0
10805,56,5,2,1,0,2,1,0,8,4,90,1.0,1026,0,0,1.4,90.82,-36.46,4.93,5076.48,0.0
10806,38,9,1,6,1,1,1,0,6,3,3300,0.0,680,2,1,-2.9,96.35,-47.66,4.22,5342.31,0.0
10807,48,9,2,6,1,2,1,0,8,3,282,0.0,1047,0,0,1.4,92.13,-35.45,4.75,5405.85,0.0
10808,52,2,2,1,0,1,1,0,7,3,224,1.0,950,0,0,1.4,94.76,-43.55,4.97,5437.22,0.0
10809,28,8,1,0,1,2,1,0,4,4,448,5.0,760,6,2,-1.8,98.0,-35.78,3.48,4996.18,1.0
10810,39,0,2,4,1,2,1,0,5,0,436,2.0,1007,0,0,-1.8,92.24,-46.7,1.34,5012.41,0.0
10811,37,9,1,6,1,2,1,0,11,4,4400,1.0,708,6,0,-0.1,95.11,-40.59,1.76,4988.67,0.0
10812,32,9,1,3,1,2,1,1,5,3,13,5.0,971,0,0,-1.8,93.54,-46.24,1.22,4976.72,0.0
10813,37,1,2,1,1,2,1,1,6,3,229,2.0,984,0,0,1.4,95.5,-40.75,4.78,5003.29,0.0
10814,54,10,2,3,1,2,2,0,11,4,323,1.0,1025,0,0,-0.1,91.8,-42.2,4.2,5424.41,0.0
10815,50,3,2,0,1,2,2,0,4,3,260,2.0,291,3,1,-1.8,91.33,-44.22,2.56,5239.36,0.0
10816,57,5,2,4,1,2,1,0,4,3,426,1.0,968,0,0,-1.8,97.4,-35.88,0.67,5058.78,1.0
10817,35,1,2,6,1,2,1,0,7,2,79,4.0,1034,0,0,1.4,93.91,-44.4,4.75,5165.36,0.0
10818,52,0,1,5,1,1,1,1,6,2,2197,5.0,233,5,0,1.4,97.71,-43.98,2.98,4988.5,0.0
10819,58,10,2,3,0,1,1,0,4,4,852,0.0,1002,0,0,-1.8,95.86,-48.88,1.43,4981.82,0.0
10820,50,1,2,6,0,2,1,0,5,3,156,0.0,964,1,1,-1.8,97.35,-48.41,1.32,5221.47,0.0
10821,52,5,2,1,0,2,2,1,5,1,399,1.0,999,0,0,1.1,95.59,-34.79,4.75,5076.79,0.0
10822,41,10,2,6,1,1,1,1,11,1,3034,1.0,881,6,0,-0.1,93.96,-46.13,3.09,5082.4,0.0
10823,45,1,2,4,0,2,2,1,5,1,306,0.0,1042,0,0,1.1,91.08,-35.05,4.99,5336.34,0.0
10824,50,0,1,5,1,2,1,1,7,3,1861,10.0,797,0,2,1.4,95.19,-36.25,2.57,5125.57,0.0
10825,38,7,2,4,1,2,1,1,10,1,466,1.0,16,2,2,-0.1,92.69,-42.41,3.05,5141.57,1.0
10826,33,9,1,5,1,1,1,0,8,1,415,3.0,950,0,0,1.4,95.03,-34.72,5.14,5165.36,1.0
10827,51,4,2,4,0,2,1,1,5,2,2932,1.0,445,3,0,1.1,97.62,-45.64,4.44,5411.07,0.0
10828,26,1,2,4,0,2,2,1,5,0,731,5.0,1003,0,0,1.1,97.0,-35.01,5.02,5123.51,1.0
10829,27,0,1,4,0,2,1,0,5,1,39,3.0,981,1,1,-1.8,91.77,-48.18,1.29,5109.29,0.0
10830,47,1,2,0,0,1,1,0,7,3,204,0.0,965,0,0,1.4,95.7,-41.07,4.72,5395.39,0.0
10831,42,7,3,4,1,1,1,0,4,1,569,1.0,981,0,0,-1.8,90.37,-44.83,1.5,4986.91,0.0
10832,34,9,1,6,1,2,1,0,8,3,18,2.0,432,4,0,1.4,91.95,-31.98,4.67,5061.14,0.0
10833,58,3,2,1,1,2,1,1,4,2,3179,2.0,232,6,2,-1.8,90.94,-30.63,3.96,5044.58,1.0
10834,35,9,2,6,1,2,1,0,9,2,200,0.0,1013,0,0,-3.4,92.19,-28.81,0.73,4947.25,0.0
10835,27,9,1,5,1,2,1,1,5,1,1114,0.0,511,0,2,1.1,91.92,-35.13,1.77,5161.45,1.0
10836,41,1,2,3,0,1,1,0,5,1,348,0.0,957,0,0,-1.8,97.07,-47.95,1.29,4992.01,0.0
10837,39,7,2,5,1,2,1,0,11,3,271,0.0,965,0,0,-0.1,89.84,-40.69,4.08,4993.16,0.0
10838,36,1,1,6,1,2,1,0,8,2,1544,1.0,905,5,2,-2.9,90.25,-36.49,4.42,4972.24,0.0
10839,42,1,2,4,1,2,1,0,5,4,532,1.0,882,1,2,-1.8,93.58,-40.29,1.09,5078.96,0.0
10840,30,0,1,5,1,1,1,0,8,1,1625,1.0,390,2,0,1.4,91.72,-46.74,3.67,5073.33,0.0
10841,32,7,1,4,1,1,1,1,5,4,770,2.0,997,0,0,1.1,94.27,-34.98,4.65,5097.56,1.0
10842,38,9,2,3,1,2,1,1,7,3,1037,0.0,975,0,0,1.4,94.85,-42.1,5.14,5113.08,0.0
10843,22,7,1,4,0,2,1,0,5,3,2723,1.0,359,0,1,-1.8,89.65,-39.2,4.82,5161.05,0.0
10844,30,0,3,5,1,2,2,0,3,0,181,2.0,1046,1,1,-1.8,95.07,-47.5,1.49,5185.78,1.0
10845,58,1,2,1,0,2,1,0,7,0,746,2.0,1011,0,0,1.4,93.54,-40.86,4.72,5264.69,0.0
10846,29,9,1,6,1,2,1,0,8,3,5110,11.0,645,5,2,1.4,90.07,-41.13,2.66,5320.36,0.0
10847,32,4,3,1,0,2,1,1,5,4,4439,1.0,805,0,0,1.1,90.04,-34.5,2.57,4931.98,0.0
10848,28,7,2,4,1,1,1,1,6,0,3990,1.0,563,6,0,1.4,96.09,-45.91,2.51,4894.22,1.0
10849,44,1,2,1,1,1,1,0,8,2,1739,1.0,328,0,0,1.4,90.82,-29.48,4.46,4870.3,0.0
10850,36,2,1,5,1,2,1,1,5,0,30,4.0,1004,0,0,-1.8,91.12,-48.46,1.23,5236.77,0.0
10851,41,3,2,1,0,2,1,1,7,3,2543,9.0,225,0,0,1.4,90.71,-31.08,2.38,4876.08,0.0
10852,51,7,2,1,1,1,1,0,8,4,96,0.0,954,0,0,1.4,90.36,-36.31,4.99,5463.36,0.0
10853,28,1,1,3,1,2,1,0,7,0,84,4.0,975,0,0,1.4,93.16,-44.7,5.08,5473.82,0.0
10854,34,2,2,3,1,2,1,0,4,4,263,1.0,989,1,1,-1.8,96.98,-47.28,1.45,5007.31,0.0
10855,41,0,2,4,0,2,1,1,6,0,93,2.0,998,0,0,1.4,98.14,-41.59,5.01,5442.45,0.0
10856,26,0,1,4,1,1,1,0,3,1,3931,2.0,150,4,1,-1.8,98.26,-44.58,2.43,5179.43,1.0
10857,42,4,2,5,1,1,1,1,5,2,647,1.0,923,0,0,1.1,95.12,-29.03,4.71,5228.96,0.0
10858,38,1,2,3,1,1,1,1,5,0,754,4.0,980,0,0,1.1,98.03,-38.18,4.63,5009.31,0.0
10859,43,1,1,5,1,2,1,0,7,3,103,1.0,982,0,0,1.4,92.03,-42.99,5.03,5484.27,0.0
10860,44,10,2,6,1,2,2,0,8,4,2156,4.0,0,1,0,1.4,93.24,-29.13,3.67,4919.69,0.0
10861,46,0,2,4,0,2,1,0,7,0,994,1.0,231,2,1,1.4,94.08,-43.42,0.94,4977.12,0.0
10862,57,0,2,6,1,2,1,0,8,4,33,1.0,1011,0,0,1.4,97.08,-34.61,4.9,5489.5,0.0
10863,44,1,2,1,1,1,1,1,5,1,39,7.0,1032,0,0,1.1,93.24,-37.34,4.96,4936.64,0.0
10864,30,0,3,5,1,2,1,1,7,4,2505,1.0,852,0,2,1.4,88.71,-27.63,0.92,4915.19,0.0
10865,27,0,1,5,1,1,2,0,4,2,114,1.0,1038,0,0,-1.8,90.46,-46.44,1.47,4925.73,0.0
10866,31,6,1,4,1,1,2,0,7,1,2721,2.0,779,1,0,1.4,89.84,-30.21,2.5,5400.64,0.0
10867,34,0,1,5,1,2,2,0,11,2,84,1.0,990,0,0,-0.1,95.43,-42.46,4.24,5221.77,0.0
10868,53,7,3,4,0,1,1,0,11,0,182,0.0,1032,0,0,-0.1,91.8,-41.41,4.14,5226.97,0.0
10869,48,9,0,3,0,1,1,0,5,0,852,6.0,722,3,2,1.1,89.04,-46.93,3.61,4744.89,0.0
10870,33,1,3,4,1,2,1,0,5,1,187,1.0,1036,0,0,-1.8,92.14,-46.33,1.29,5012.41,0.0
10871,37,0,1,4,1,2,1,0,3,1,4337,3.0,916,6,2,-1.8,94.63,-47.85,1.9,5111.5,1.0
10872,19,1,1,1,1,1,1,1,9,0,34,0.0,1011,0,0,-1.1,89.96,-36.07,0.9,4809.72,0.0
10873,27,1,1,4,1,1,1,0,10,1,259,0.0,1027,2,1,-1.1,95.64,-47.71,0.96,4720.38,1.0
10874,58,9,2,5,1,1,1,0,8,3,3488,1.0,744,3,0,1.4,96.05,-31.22,1.51,5076.25,0.0
10875,36,0,3,4,1,2,1,0,7,0,128,1.0,983,0,0,1.4,89.97,-43.68,4.93,5060.8,0.0
10876,44,2,2,5,0,2,2,1,7,1,2607,3.0,376,6,1,1.4,94.09,-40.08,1.47,5068.71,0.0
10877,63,9,1,5,2,1,2,0,6,3,1421,23.0,547,0,2,1.4,93.41,-40.96,3.48,4961.18,1.0
10878,38,0,1,5,1,1,1,0,6,1,3944,1.0,164,3,1,-2.9,90.22,-46.57,2.3,5071.65,0.0
10879,30,0,2,5,1,2,2,0,5,3,130,2.0,1033,0,0,-1.8,91.87,-46.75,1.21,5012.41,0.0
10880,30,9,2,5,1,1,1,0,8,1,2924,1.0,691,2,0,1.4,96.75,-31.09,5.21,4949.37,0.0
10881,54,1,2,1,0,2,1,1,6,0,504,0.0,1045,0,0,1.4,97.86,-43.84,4.67,5212.41,0.0
10882,45,0,2,5,1,2,1,0,11,3,142,1.0,1031,0,0,-0.1,94.41,-43.89,4.17,5180.21,0.0
10883,37,9,3,4,1,1,1,0,8,0,2581,3.0,574,4,2,1.4,95.67,-38.2,4.85,5077.76,0.0
10884,53,1,3,3,0,2,2,0,7,0,401,1.0,995,0,0,1.4,89.69,-41.67,5.02,5322.2,0.0
10885,31,1,2,4,0,2,1,1,5,1,4329,0.0,762,6,1,1.1,97.49,-30.24,0.7,4984.67,0.0
10886,30,1,2,3,1,1,1,1,7,1,4460,5.0,386,1,1,1.4,94.09,-47.22,4.33,4983.57,0.0
10887,28,7,2,4,0,2,1,0,5,3,64,1.0,963,0,0,-1.8,96.98,-47.86,1.28,5104.19,0.0
10888,32,6,1,5,1,1,1,0,11,4,867,0.0,966,1,1,-0.1,92.92,-40.82,3.85,5429.61,0.0
10889,33,0,1,4,1,1,1,0,5,4,55,10.0,1030,0,0,-1.8,94.28,-44.95,1.25,5114.39,0.0
10890,51,0,3,5,1,2,1,0,7,0,731,1.0,588,4,1,1.4,87.82,-32.41,0.75,5011.65,0.0
10891,41,1,2,4,1,1,2,1,5,1,4383,2.0,966,4,2,1.1,96.92,-29.07,0.65,4977.1,1.0
10892,28,2,2,3,0,2,1,0,5,4,79,1.0,1008,0,0,-1.8,94.37,-47.17,1.31,4895.13,0.0
10893,28,9,1,3,1,2,1,0,5,1,2435,0.0,660,2,2,-1.8,90.61,-33.74,4.99,5166.35,1.0
10894,40,9,2,5,1,2,2,0,7,2,62,2.0,1037,0,0,1.4,95.89,-41.12,4.8,5029.43,0.0
10895,40,0,2,5,1,2,1,0,8,2,561,3.0,959,0,0,1.4,95.59,-34.4,4.82,5055.57,1.0
10896,48,1,3,3,1,1,1,0,5,4,978,2.0,610,3,0,-1.8,90.69,-44.63,1.85,5073.19,0.0
10897,25,9,2,6,1,2,1,1,5,4,895,3.0,930,1,1,1.1,94.63,-41.59,4.69,5046.23,0.0
10898,33,9,3,6,1,1,2,0,8,1,4775,1.0,369,2,2,1.4,92.4,-36.91,4.95,5011.87,0.0
10899,45,7,2,5,0,2,1,1,7,0,4898,7.0,216,4,2,1.4,93.99,-38.85,2.29,4774.03,0.0
10900,43,0,2,2,0,2,1,1,5,3,122,0.0,1033,0,0,1.1,92.2,-38.0,4.87,5268.86,0.0
10901,27,1,1,4,1,2,1,0,7,0,149,0.0,965,0,0,1.4,91.85,-42.87,4.93,5447.68,0.0
10902,32,10,3,6,1,2,1,0,8,0,2833,1.0,50,0,1,1.4,91.05,-33.58,0.87,5076.04,0.0
10903,32,0,1,5,1,1,1,0,8,1,247,8.0,1017,0,0,1.4,90.54,-36.46,4.83,5207.18,0.0
10904,35,6,1,6,1,2,1,0,11,3,366,1.0,978,0,0,-0.1,94.69,-44.1,4.06,5434.8,0.0
10905,30,4,2,5,1,2,1,0,8,2,345,1.0,973,0,0,1.4,94.09,-34.61,5.14,5102.62,0.0
10906,58,0,2,0,1,1,1,0,11,1,760,0.0,7,2,2,-1.1,97.79,-52.32,1.07,4725.34,1.0
10907,42,0,2,5,1,2,1,0,7,4,269,6.0,5,3,2,-1.7,94.3,-39.69,0.88,5021.54,0.0
10908,35,0,2,4,1,1,2,1,5,0,2977,2.0,189,5,0,1.1,89.12,-34.5,0.72,4875.27,0.0
10909,39,9,2,6,1,2,1,0,4,3,425,2.0,414,0,2,-1.8,96.37,-43.77,1.64,5212.2,1.0
10910,45,9,2,6,1,2,1,0,6,4,62,4.0,981,1,1,-2.9,91.75,-40.18,1.21,4934.06,0.0
10911,33,9,2,5,1,2,1,0,4,0,3003,3.0,385,5,1,-1.8,89.78,-44.82,2.15,5088.65,0.0
10912,39,0,2,2,1,2,1,0,7,3,300,2.0,1013,0,0,1.4,92.5,-42.57,4.76,5154.9,0.0
10913,78,9,1,3,0,1,1,1,5,2,151,5.0,981,0,0,1.4,91.19,-40.82,5.14,5201.95,1.0
10914,34,9,1,6,1,2,2,1,5,3,152,0.0,1001,0,0,1.1,91.73,-36.29,4.77,5009.31,0.0
10915,59,1,2,1,0,2,1,1,6,2,24,2.0,1010,0,0,1.4,93.8,-41.29,4.73,5175.81,0.0
10916,66,2,3,0,0,0,2,0,5,0,66,23.0,970,0,0,1.4,96.06,-35.99,5.16,5024.2,0.0
10917,32,1,2,2,0,2,2,1,5,0,161,1.0,1005,0,0,1.1,95.96,-35.59,4.63,5175.42,0.0
10918,23,1,1,3,1,2,1,0,5,0,3490,1.0,890,2,0,-1.8,95.84,-46.36,3.51,5344.25,1.0
10919,27,7,1,5,1,1,1,0,7,4,110,0.0,950,0,0,1.4,94.01,-41.16,4.76,4987.6,0.0
10920,58,3,2,0,1,1,1,0,8,1,327,2.0,1034,0,0,1.4,91.48,-35.63,4.93,5468.59,0.0
10921,48,2,2,5,1,1,1,1,5,2,4011,0.0,84,0,2,1.1,92.45,-34.3,1.83,5023.39,0.0
10922,29,3,2,4,0,1,1,1,6,2,477,5.0,964,0,0,1.4,98.71,-40.46,4.76,5144.45,0.0
10923,37,1,2,3,1,2,1,1,5,0,185,0.0,12,4,0,-1.8,96.47,-35.97,2.43,5218.12,0.0
10924,44,5,2,5,0,2,1,1,7,0,207,23.0,988,0,0,1.4,92.13,-34.36,5.05,4992.83,1.0
10925,56,3,2,1,1,1,2,0,7,3,6,21.0,996,0,0,1.4,97.58,-44.83,4.88,5144.45,0.0
10926,59,8,0,7,0,2,0,1,7,0,310,23.0,4,2,2,-1.7,92.42,-41.02,0.85,4951.66,0.0
10927,29,0,1,4,1,2,1,0,7,4,133,1.0,1027,0,0,1.4,94.76,-43.81,4.94,5243.78,0.0
10928,63,5,2,0,1,2,1,1,3,4,62,0.0,1042,0,0,-1.8,90.42,-47.75,1.49,5338.75,0.0
10929,36,9,1,6,0,1,1,1,5,2,3334,1.0,672,6,0,1.1,89.3,-35.71,1.04,4950.5,0.0
10930,54,0,3,5,1,0,0,0,8,4,92,9.0,1014,0,0,1.4,95.31,-37.79,5.02,5306.52,0.0
10931,32,0,1,4,1,1,2,1,6,4,180,2.0,970,0,0,1.4,93.7,-43.47,4.99,5092.16,0.0
10932,41,3,2,2,0,2,1,0,7,3,188,1.0,495,2,0,1.4,92.6,-45.93,4.12,5075.8,0.0
10933,27,7,2,3,1,2,1,0,10,4,814,1.0,2,1,2,-3.4,89.28,-25.87,0.7,4967.32,1.0
10934,36,0,2,5,1,1,1,0,8,2,346,0.0,1011,0,0,1.4,97.27,-37.32,4.8,4971.92,0.0
10935,46,9,2,4,1,2,1,0,8,4,372,2.0,952,0,0,-2.9,91.18,-31.46,0.81,5096.5,0.0
10936,31,9,1,3,0,1,1,1,5,4,50,1.0,703,5,0,1.1,92.43,-43.84,3.31,5133.19,0.0
10937,39,0,2,4,1,1,1,0,5,3,772,1.0,992,0,0,-1.8,94.1,-47.95,1.21,5032.81,0.0
10938,35,1,1,0,1,2,1,1,7,0,550,0.0,957,0,0,1.4,90.72,-41.46,4.8,5405.85,0.0
10939,70,5,2,1,1,2,2,0,4,0,122,1.0,987,0,0,-1.8,92.05,-48.18,1.38,5272.46,0.0
10940,43,0,2,4,1,2,1,0,5,0,721,0.0,785,1,0,-1.8,92.46,-46.78,4.29,4999.93,0.0
10941,23,8,1,4,1,1,2,0,9,3,403,1.0,3,2,2,-1.1,92.78,-37.76,0.9,5067.83,1.0
10942,30,7,2,4,1,2,1,1,5,2,121,4.0,959,0,0,1.1,90.04,-34.87,4.61,5388.25,0.0
10943,33,0,2,5,1,2,1,0,7,1,181,1.0,993,0,0,1.4,89.87,-44.23,4.97,4992.83,0.0
10944,34,1,2,0,0,2,1,1,5,4,209,4.0,972,0,0,1.1,92.02,-38.11,4.99,5056.03,0.0
10945,54,2,2,0,1,1,1,0,11,2,316,1.0,949,0,0,-0.1,93.85,-40.27,3.97,5133.45,0.0
10946,39,1,2,0,0,1,1,1,5,0,54,1.0,1011,0,0,1.1,89.76,-35.78,4.96,5206.57,0.0
10947,29,9,2,6,0,2,2,0,8,3,48,1.0,1045,0,0,1.4,89.89,-35.91,5.11,5452.9,0.0
10948,49,1,2,3,1,2,2,0,11,0,33,3.0,961,0,0,-0.1,96.64,-42.71,4.19,5050.31,0.0
10949,39,0,1,5,1,1,1,1,5,4,92,1.0,1011,0,0,1.1,94.83,-36.21,4.89,5159.85,0.0
10950,50,0,2,5,1,2,1,0,5,2,180,2.0,2,3,2,-1.8,97.81,-39.4,0.68,4938.57,1.0
10951,35,0,3,5,0,2,1,1,5,1,2775,0.0,326,6,1,1.1,98.5,-36.48,4.22,5218.25,0.0
10952,29,9,1,4,0,2,1,0,5,3,424,4.0,989,0,0,-1.8,94.0,-44.12,1.22,4895.13,0.0
10953,36,1,1,5,0,1,1,0,5,3,200,1.0,996,0,0,-1.8,91.31,-45.83,1.36,5343.85,0.0
10954,44,9,2,6,0,1,1,0,8,1,48,1.0,118,6,2,1.4,90.94,-41.99,5.25,5004.13,1.0
10955,38,0,1,4,1,1,1,0,5,0,3153,3.0,398,3,0,-1.8,93.49,-27.56,3.0,5255.53,0.0
10956,30,7,3,4,1,2,2,0,8,1,235,2.0,986,0,0,1.4,91.76,-35.23,4.8,5452.9,0.0
10957,51,1,2,3,0,2,1,0,7,3,2980,1.0,418,1,0,1.4,89.7,-47.43,4.0,4846.04,0.0
10958,45,0,2,0,1,1,1,1,6,1,243,6.0,1039,0,0,1.4,95.4,-41.96,4.85,5055.57,0.0
10959,32,1,3,3,1,2,2,0,11,3,4936,6.0,533,3,0,-0.1,90.85,-48.73,1.07,4912.58,0.0
10960,27,0,1,5,1,1,1,0,10,1,1911,1.0,760,6,0,-1.1,96.97,-35.78,3.77,4994.17,0.0
10961,41,9,2,3,1,1,1,1,5,0,4236,1.0,921,5,0,1.1,95.25,-46.83,3.74,4918.81,0.0
10962,40,1,2,1,1,1,1,0,5,4,77,0.0,1028,0,0,-1.8,97.25,-45.13,1.29,5058.3,0.0
10963,42,3,2,1,1,1,1,0,7,0,1513,2.0,475,5,1,1.4,97.81,-45.76,2.73,5272.97,0.0
10964,50,1,2,6,1,2,2,0,5,1,116,1.0,1019,1,1,-1.8,93.07,-45.69,1.39,5180.68,0.0
10965,40,9,1,4,1,2,1,0,5,0,111,1.0,984,1,1,-1.8,91.03,-48.51,1.3,5185.78,0.0
10966,40,0,2,4,1,1,1,1,5,1,67,0.0,1012,0,0,1.1,98.41,-34.61,4.7,5087.18,0.0
10967,25,7,2,4,1,2,2,0,7,0,119,2.0,1014,0,0,1.4,92.5,-44.15,4.81,5123.53,0.0
10968,51,9,2,6,1,1,1,0,9,1,934,1.0,3,1,2,-3.4,95.88,-30.75,0.76,5087.74,1.0
10969,47,1,2,3,1,1,1,0,7,0,4796,2.0,734,4,2,1.4,89.19,-41.28,5.1,5010.96,0.0
10970,58,2,3,6,1,2,1,0,5,3,167,5.0,1015,2,1,-1.8,91.03,-45.36,1.31,5348.95,0.0
10971,31,0,1,5,1,1,1,0,7,2,74,2.0,962,0,0,1.4,97.86,-43.51,4.89,5458.13,0.0
10972,32,9,2,6,1,1,1,0,11,2,220,2.0,1022,0,0,-0.1,93.75,-42.71,4.0,5362.06,0.0
10973,36,1,2,3,1,2,2,0,7,2,187,3.0,1028,0,0,1.4,96.92,-42.14,5.19,5290.83,0.0
10974,78,2,3,3,0,2,2,0,3,4,469,23.0,1026,0,0,1.4,90.81,-42.99,5.04,5097.39,1.0
10975,52,2,2,1,1,2,1,0,11,1,3322,0.0,156,5,2,-0.1,93.51,-32.8,1.42,5224.52,0.0
10976,27,8,1,4,1,0,0,0,5,3,99,1.0,1016,0,0,-1.8,91.77,-46.2,1.23,5063.4,0.0
10977,33,1,1,1,1,2,2,1,6,0,832,1.0,971,5,2,1.4,97.91,-37.62,2.51,5145.47,0.0
10978,26,0,2,4,1,1,1,0,7,2,1486,4.0,579,3,2,1.4,91.92,-31.48,2.22,5027.42,0.0
10979,34,1,2,1,0,1,1,0,5,4,11,5.0,1045,1,1,-1.8,97.16,-45.83,1.24,5048.1,0.0
10980,51,2,2,3,1,2,1,1,6,3,4568,0.0,850,6,0,1.4,97.65,-38.12,3.9,5072.31,0.0
10981,34,0,2,4,1,1,1,1,6,4,4459,20.0,174,1,1,1.4,98.51,-51.04,3.0,5143.21,0.0
10982,44,7,2,6,1,2,1,0,7,0,4061,22.0,740,4,2,1.4,90.26,-29.96,2.43,4873.11,0.0
10983,57,5,3,1,0,2,1,1,6,3,43,2.0,958,0,0,1.4,94.08,-40.0,4.95,5024.2,0.0
10984,49,9,2,4,1,1,1,0,11,0,4752,0.0,105,5,0,-0.1,97.86,-50.88,3.05,4910.08,0.0
10985,35,6,1,5,1,2,1,1,5,2,151,2.0,1005,0,0,1.1,90.32,-35.85,4.81,5216.95,0.0
10986,41,9,2,5,1,2,2,0,8,1,120,1.0,972,0,0,1.4,89.51,-37.47,4.8,5416.31,0.0
10987,49,0,1,0,0,1,1,0,11,1,74,1.0,991,0,0,-0.1,90.77,-43.72,4.1,5050.31,0.0
